제목,편수,본문_번체,본문_간체,시체,길이(자수)
水檻 ,제1수,遊子久在外,游子久在外,5언장편,5
水檻 ,제1수,門戶無人持,门户无人持,5언장편,5
水檻 ,제1수,高岸尙爲谷,高岸尙为谷,5언장편,5
水檻 ,제1수,何傷浮柱敧,何伤浮柱敧,5언장편,5
水檻 ,제1수,扶顚有勸誡,扶顚有劝诫,5언장편,5
水檻 ,제1수,恐貽識者嗤,恐贻识者嗤,5언장편,5
水檻 ,제1수,旣殊大厦傾,旣殊大厦倾,5언장편,5
水檻 ,제1수,可以一木支,可以一木支,5언장편,5
水檻 ,제1수,臨川視萬里,临川视万里,5언장편,5
水檻 ,제1수,何必欄檻爲,何必欄槛为,5언장편,5
水檻 ,제1수,人生感故物,人生感故物,5언장편,5
水檻 ,제1수,慷慷有餘悲,慷慷有馀悲,5언장편,5
破船 ,제1수,平生江海心,平生江海心,5언장편,5
破船 ,제1수,宿昔具扁舟,宿昔具扁舟,5언장편,5
破船 ,제1수,豈惟淸溪上,豈惟淸溪上,5언장편,5
破船 ,제1수,日傍柴門遊,日傍柴门游,5언장편,5
破船 ,제1수,蒼皇避亂兵,苍皇避亂兵,5언장편,5
破船 ,제1수,緬邈懷舊丘,缅邈怀旧丘,5언장편,5
破船 ,제1수,鄰人亦已非,邻人亦已非,5언장편,5
破船 ,제1수,野竹獨脩脩,野竹独脩脩,5언장편,5
破船 ,제1수,船舷不重扣,船舷不重扣,5언장편,5
破船 ,제1수,埋沒已經秋,埋没已经秋,5언장편,5
破船 ,제1수,仰看西飛翼,仰看西飞翼,5언장편,5
破船 ,제1수,下愧東逝流,下愧东逝流,5언장편,5
破船 ,제1수,故者或可掘,故者或可掘,5언장편,5
破船 ,제1수,新者亦易求,新者亦易求,5언장편,5
破船 ,제1수,所悲數奔竄,所悲數奔窜,5언장편,5
破船 ,제1수,白屋難久留,白屋难久留,5언장편,5
奉寄高常侍 ,제1수,汶上相逢年頗多,汶上相逢年颇多,7언율시,7
奉寄高常侍 ,제1수,飛騰無那故人何,飞腾无那故人何,7언율시,7
奉寄高常侍 ,제1수,總戎楚蜀應全未,总戎楚蜀应全未,7언율시,7
奉寄高常侍 ,제1수,方駕曹劉不啻過,方驾曹刘不啻过,7언율시,7
奉寄高常侍 ,제1수,今日朝廷須汲黯,今日朝廷须汲黯,7언율시,7
奉寄高常侍 ,제1수,中原將帥憶廉頗,中塬将帅忆廉颇,7언율시,7
奉寄高常侍 ,제1수,天涯春色催遲暮,天涯春色催迟暮,7언율시,7
奉寄高常侍 ,제1수,別淚遙添錦水波,别淚遥添锦水波,7언율시,7
贈王二十四侍御契四十韻 ,제1수,往往雖相見,往往虽相见,5언장편,5
贈王二十四侍御契四十韻 ,제1수,飄飄愧此身,飘飘愧此身,5언장편,5
贈王二十四侍御契四十韻 ,제1수,不關輕紱冕,不关轻绂冕,5언장편,5
贈王二十四侍御契四十韻 ,제1수,但是避風塵,但是避风尘,5언장편,5
贈王二十四侍御契四十韻 ,제1수,一別星橋夜,一别星桥夜,5언장편,5
贈王二十四侍御契四十韻 ,제1수,三移斗柄春,叁移斗柄春,5언장편,5
贈王二十四侍御契四十韻 ,제1수,敗亡非赤壁,败亡非赤壁,5언장편,5
贈王二十四侍御契四十韻 ,제1수,奔走爲黃巾,奔走为黄巾,5언장편,5
贈王二十四侍御契四十韻 ,제1수,子去何瀟灑,子去何潇洒,5언장편,5
贈王二十四侍御契四十韻 ,제1수,余藏異隱淪,余藏異隐沦,5언장편,5
贈王二十四侍御契四十韻 ,제1수,書成無過雁,书成无过雁,5언장편,5
贈王二十四侍御契四十韻 ,제1수,衣故有懸鶉,衣故有悬鹑,5언장편,5
贈王二十四侍御契四十韻 ,제1수,恐懼行裝數,恐惧行装數,5언장편,5
贈王二十四侍御契四十韻 ,제1수,伶俜臥疾頻,伶俜卧疾频,5언장편,5
贈王二十四侍御契四十韻 ,제1수,曉鶯工迸淚,晓莺工迸淚,5언장편,5
贈王二十四侍御契四十韻 ,제1수,秋月解傷神,秋月解伤神,5언장편,5
贈王二十四侍御契四十韻 ,제1수,會面嗟黧黑,会面嗟黧黑,5언장편,5
贈王二十四侍御契四十韻 ,제1수,含悽話苦辛,含悽话苦辛,5언장편,5
贈王二十四侍御契四十韻 ,제1수,接輿還入楚,接舆还入楚,5언장편,5
贈王二十四侍御契四十韻 ,제1수,王粲不歸秦,王粲不归秦,5언장편,5
贈王二十四侍御契四十韻 ,제1수,錦里殘丹竈,锦里残丹竈,5언장편,5
贈王二十四侍御契四十韻 ,제1수,花溪得釣綸,花溪得钓纶,5언장편,5
贈王二十四侍御契四十韻 ,제1수,消中秪自惜,消中秪自惜,5언장편,5
贈王二十四侍御契四十韻 ,제1수,晩起索誰親,晩起索谁亲,5언장편,5
贈王二十四侍御契四十韻 ,제1수,伏柱聞周史,伏柱闻周史,5언장편,5
贈王二十四侍御契四十韻 ,제1수,乘槎有漢臣,乘槎有汉臣,5언장편,5
贈王二十四侍御契四十韻 ,제1수,鵷鴻不易狎,鹓鸿不易狎,5언장편,5
贈王二十四侍御契四十韻 ,제1수,龍虎未宜馴,龙虎未宜驯,5언장편,5
贈王二十四侍御契四十韻 ,제1수,客則挂冠至,客则挂冠至,5언장편,5
贈王二十四侍御契四十韻 ,제1수,交非傾蓋新,交非倾盖新,5언장편,5
贈王二十四侍御契四十韻 ,제1수,由故意氣合,由故意气合,5언장편,5
贈王二十四侍御契四十韻 ,제1수,直取性情眞,直取性情眞,5언장편,5
贈王二十四侍御契四十韻 ,제1수,浪迹同生死,浪迹同生死,5언장편,5
贈王二十四侍御契四十韻 ,제1수,無心恥賤貧,无心耻贱贫,5언장편,5
贈王二十四侍御契四十韻 ,제1수,偶然存蔗芋,偶然存蔗芋,5언장편,5
贈王二十四侍御契四十韻 ,제1수,幸各對松筠,幸各对松筠,5언장편,5
贈王二十四侍御契四十韻 ,제1수,麤飯依他日,麤饭依他日,5언장편,5
贈王二十四侍御契四十韻 ,제1수,窮愁怪此辰,穷愁怪此辰,5언장편,5
贈王二十四侍御契四十韻 ,제1수,女長裁褐穩,女长裁褐稳,5언장편,5
贈王二十四侍御契四十韻 ,제1수,男大卷書勻,男大卷书匀,5언장편,5
贈王二十四侍御契四十韻 ,제1수,漰口江如練,漰口江如练,5언장편,5
贈王二十四侍御契四十韻 ,제1수,蠶崖雪似銀,蚕崖雪似银,5언장편,5
贈王二十四侍御契四十韻 ,제1수,名園當翠巘,名园当翠巘,5언장편,5
贈王二十四侍御契四十韻 ,제1수,野棹沒靑蘋,野棹没靑苹,5언장편,5
贈王二十四侍御契四十韻 ,제1수,屢喜王侯宅,屢喜王侯宅,5언장편,5
贈王二十四侍御契四十韻 ,제1수,時邀江海人,时邀江海人,5언장편,5
贈王二十四侍御契四十韻 ,제1수,追隨不覺晩,追随不觉晩,5언장편,5
贈王二十四侍御契四十韻 ,제1수,欸曲動彌旬,欸曲动弥旬,5언장편,5
贈王二十四侍御契四十韻 ,제1수,但使芝蘭秀,但使芝蘭秀,5언장편,5
贈王二十四侍御契四十韻 ,제1수,何須棟宇鄰,何须栋宇邻,5언장편,5
贈王二十四侍御契四十韻 ,제1수,山陽無俗物,山阳无俗物,5언장편,5
贈王二十四侍御契四十韻 ,제1수,鄭驛正留賓,郑驿正留宾,5언장편,5
贈王二十四侍御契四十韻 ,제1수,出入竝鞍馬,出入竝鞍马,5언장편,5
贈王二十四侍御契四十韻 ,제1수,光輝參席珍,光辉參席珍,5언장편,5
