제목,편수,본문_번체,본문_간체,시체,길이(자수)
投贈哥舒開府翰 二十韻 ,제1수,宛馬又從東,宛马又从东,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,受命邊沙遠,受命边沙远,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,歸來御席同,归來御席同,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,軒墀曾寵鶴,轩墀曾宠鹤,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,畋獵舊非熊,畋猎旧非熊,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,茅土加名數,茅土加名数,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,山河誓始終,山河誓始终,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,策行遺戰伐,策行遗战伐,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,契合動昭融,契合动昭融,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,勳業靑冥上,勋业靑冥上,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,交親氣槩中,交亲气槩中,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,未爲珠履客,未为珠履客,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,已見白頭翁,已见白头翁,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,壯節初題柱,壮节初题柱,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,生涯獨轉蓬,生涯独转蓬,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,幾年春草歇,几年春草歇,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,今日暮途窮,今日暮途穷,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,軍事留孫楚,军事留孙楚,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,行間識呂蒙,行间识吕蒙,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,防身一長劍,防身一长剑,5언장편,5
投贈哥舒開府翰 二十韻 ,제1수,將欲倚崆峒,将欲倚崆峒,5언장편,5
寄高三十五書記 ,제1수,歎息高生老,叹息高生老,5언장편,5
寄高三十五書記 ,제1수,新詩日又多,新诗日又多,5언장편,5
寄高三十五書記 ,제1수,美名人不及,美名人不及,5언장편,5
寄高三十五書記 ,제1수,且得慰蹉跎,且得慰蹉跎,5언장편,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,好去張公子,好去张公子,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,通家別恨添,通家别恨添,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,兩行秦樹直,两行秦树直,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,萬點蜀山尖,万点蜀山尖,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,御史新驄馬,御史新骢马,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,參軍舊紫髥,參军旧紫髥,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,皇華吾善處,皇华吾善处,5언율시,5
送張十二參軍 赴蜀州因呈楊五侍御 ,제1수,于汝定無嫌,于汝定无嫌,5언율시,5
贈陳二補闕 ,제1수,世儒多汩沒,世儒多汩没,5언율시,5
贈陳二補闕 ,제1수,夫子獨聲名,夫子独声名,5언율시,5
贈陳二補闕 ,제1수,獻納開東觀,献纳开东观,5언율시,5
贈陳二補闕 ,제1수,君王問長卿,君王问长卿,5언율시,5
贈陳二補闕 ,제1수,皁雕寒始急,皁雕寒始急,5언율시,5
贈陳二補闕 ,제1수,天馬老能行,天马老能行,5언율시,5
贈陳二補闕 ,제1수,自到靑冥裏,自到靑冥里,5언율시,5
贈陳二補闕 ,제1수,休看白髮生,休看白髮生,5언율시,5
病後過王倚飮 贈歌 ,제1수,麟角鳳觜世莫辯,麟角凤觜世莫辩,7언장편,7
病後過王倚飮 贈歌 ,제1수,煎膠續弦奇自見,煎胶续弦奇自见,7언장편,7
病後過王倚飮 贈歌 ,제1수,尙看王生抱生懷,尙看王生抱生怀,7언장편,7
病後過王倚飮 贈歌 ,제1수,在於甫也何由羨,在于甫也何由羡,7언장편,7
病後過王倚飮 贈歌 ,제1수,且過王生慰疇昔,且过王生慰畴昔,7언장편,7
病後過王倚飮 贈歌 ,제1수,素知賤子甘貧賤,素知贱子甘贫贱,7언장편,7
病後過王倚飮 贈歌 ,제1수,酷見凍餒不足恥,酷见冻馁不足耻,7언장편,7
病後過王倚飮 贈歌 ,제1수,多病沈年苦無健,多病沈年苦无健,7언장편,7
病後過王倚飮 贈歌 ,제1수,王生怪生顔色惡,王生怪生顔色恶,7언장편,7
病後過王倚飮 贈歌 ,제1수,答云伏枕艱難遍,答云伏枕艰难遍,7언장편,7
病後過王倚飮 贈歌 ,제1수,瘧癘三秋孰可忍,疟疠叁秋孰可忍,7언장편,7
病後過王倚飮 贈歌 ,제1수,寒熱百日相交戰,寒热百日相交战,7언장편,7
病後過王倚飮 贈歌 ,제1수,頭白眼暗坐有胝,头白眼暗坐有胝,7언장편,7
病後過王倚飮 贈歌 ,제1수,惟生哀我未平復,惟生哀我未平復,7언장편,7
病後過王倚飮 贈歌 ,제1수,爲我力致美肴膳,为我力致美肴膳,7언장편,7
病後過王倚飮 贈歌 ,제1수,遣人向市賖香粳,遣人向市賖香粳,7언장편,7
病後過王倚飮 贈歌 ,제1수,喚婦出房親自饌,唤妇出房亲自馔,7언장편,7
病後過王倚飮 贈歌 ,제1수,長安冬葅酸且綠,长安冬葅酸且綠,7언장편,7
病後過王倚飮 贈歌 ,제1수,金城土酥淨如練,金城土酥净如练,7언장편,7
病後過王倚飮 贈歌 ,제1수,兼求畜豪且割鮮,兼求畜豪且割鲜,7언장편,7
病後過王倚飮 贈歌 ,제1수,密沽斗酒諧終宴,密沽斗酒谐终宴,7언장편,7
病後過王倚飮 贈歌 ,제1수,故人情義晩誰似,故人情义晩谁似,7언장편,7
病後過王倚飮 贈歌 ,제1수,令我手足輕欲旋,令我手足轻欲旋,7언장편,7
病後過王倚飮 贈歌 ,제1수,老馬爲駒信不虛,老马为驹信不虚,7언장편,7
病後過王倚飮 贈歌 ,제1수,當時得意況深眷,当时得意况深眷,7언장편,7
病後過王倚飮 贈歌 ,제1수,但使殘年飽喫飯,但使残年饱喫饭,7언장편,7
病後過王倚飮 贈歌 ,제1수,只願無事長相見,只愿无事长相见,7언장편,7
送裴二　尉永嘉 ,제1수,孤嶼亭何處,孤屿亭何处,5언율시,5
送裴二　尉永嘉 ,제1수,天涯水氣中,天涯水气中,5언율시,5
送裴二　尉永嘉 ,제1수,故人官就此,故人官就此,5언율시,5
送裴二　尉永嘉 ,제1수,絶境興誰同,絶境兴谁同,5언율시,5
送裴二　尉永嘉 ,제1수,隱吏逢梅福,隐吏逢梅福,5언율시,5
送裴二　尉永嘉 ,제1수,遊山憶謝公,游山忆谢公,5언율시,5
送裴二　尉永嘉 ,제1수,扁舟吾已僦,扁舟吾已僦,5언율시,5
送裴二　尉永嘉 ,제1수,把釣待秋風,把钓待秋风,5언율시,5
贈獻納使起居田舍人澄,제1수,舍人退食收封事,舍人退食收封事,7언장편,7
贈獻納使起居田舍人澄,제1수,宮女開函捧御筵,宫女开函捧御筵,7언장편,7
贈獻納使起居田舍人澄,제1수,曉漏追趨靑瑣闥,晓漏追趋靑琐闼,7언장편,7
贈獻納使起居田舍人澄,제1수,晴窓點檢白雲篇,晴窓点检白云篇,7언장편,7
贈獻納使起居田舍人澄,제1수,揚雄更有河東賦,扬雄更有河东赋,7언장편,7
贈獻納使起居田舍人澄,제1수,唯待吹噓送上天,唯待吹嘘送上天,7언장편,7
崔駙馬山亭宴集 ,제1수,蕭史幽棲地,萧史幽栖地,5언율시,5
崔駙馬山亭宴集 ,제1수,林間踏鳳毛,林间踏凤毛,5언율시,5
崔駙馬山亭宴集 ,제1수,洑流何處入,洑流何处入,5언율시,5
崔駙馬山亭宴集 ,제1수,亂石閉門高,亂石闭门高,5언율시,5
崔駙馬山亭宴集 ,제1수,客醉揮金椀,客醉挥金椀,5언율시,5
崔駙馬山亭宴集 ,제1수,詩成得繡袍,诗成得绣袍,5언율시,5
崔駙馬山亭宴集 ,제1수,淸秋多宴會,淸秋多宴会,5언율시,5
崔駙馬山亭宴集 ,제1수,終日困香醪,终日困香醪,5언율시,5
示從孫濟 ,제1수,平明跨驢出,平明跨驴出,5언장편,5
示從孫濟 ,제1수,未知適誰門,未知适谁门,5언장편,5
示從孫濟 ,제1수,權門多噂沓,权门多噂沓,5언장편,5
示從孫濟 ,제1수,且復尋諸孫,且復寻诸孙,5언장편,5
示從孫濟 ,제1수,諸孫貧無事,诸孙贫无事,5언장편,5
示從孫濟 ,제1수,宅舍如荒村,宅舍如荒村,5언장편,5
示從孫濟 ,제1수,堂前自生竹,堂前自生竹,5언장편,5
示從孫濟 ,제1수,堂後自生萱,堂后自生萱,5언장편,5
示從孫濟 ,제1수,萱草秋已死,萱草秋已死,5언장편,5
示從孫濟 ,제1수,竹枝霜不蕃,竹枝霜不蕃,5언장편,5
示從孫濟 ,제1수,淘米少汲水,淘米少汲水,5언장편,5
示從孫濟 ,제1수,汲多幷水渾,汲多幷水浑,5언장편,5
示從孫濟 ,제1수,刈葵莫放手,刈葵莫放手,5언장편,5
示從孫濟 ,제1수,放手傷葵根,放手伤葵根,5언장편,5
示從孫濟 ,제1수,阿翁懶惰久,阿翁懶惰久,5언장편,5
示從孫濟 ,제1수,覺兒行步奔,觉儿行步奔,5언장편,5
示從孫濟 ,제1수,所來爲宗族,所來为宗族,5언장편,5
示從孫濟 ,제1수,亦不爲盤餐,亦不为盘餐,5언장편,5
示從孫濟 ,제1수,小人利口實,小人利口实,5언장편,5
示從孫濟 ,제1수,薄俗難具論,薄俗难具論,5언장편,5
示從孫濟 ,제1수,勿受外嫌猜,勿受外嫌猜,5언장편,5
示從孫濟 ,제1수,同姓古所敦,同姓古所敦,5언장편,5
九日寄岑參 ,제1수,出門復入門,出门復入门,5언장편,5
九日寄岑參 ,제1수,雨脚但如舊,雨脚但如旧,5언장편,5
九日寄岑參 ,제1수,所向泥活活,所向泥活活,5언장편,5
九日寄岑參 ,제1수,思君令人瘦,思君令人瘦,5언장편,5
九日寄岑參 ,제1수,沈吟坐西軒,沈吟坐西轩,5언장편,5
九日寄岑參 ,제1수,飮食錯昏書,飮食错昏书,5언장편,5
九日寄岑參 ,제1수,寸步曲江頭,寸步曲江头,5언장편,5
九日寄岑參 ,제1수,難爲一相就,难为一相就,5언장편,5
九日寄岑參 ,제1수,吁嗟乎蒼生,吁嗟乎苍生,5언장편,5
九日寄岑參 ,제1수,稼穡不可救,稼穑不可救,5언장편,5
九日寄岑參 ,제1수,安得誅雲師,安得诛云师,5언장편,5
九日寄岑參 ,제1수,疇能補天漏,畴能补天漏,5언장편,5
九日寄岑參 ,제1수,大明韜日月,大明韬日月,5언장편,5
九日寄岑參 ,제1수,曠野號禽獸,旷野号禽兽,5언장편,5
九日寄岑參 ,제1수,君子强逶迤,君子强逶迤,5언장편,5
九日寄岑參 ,제1수,小人困馳驟,小人困驰骤,5언장편,5
九日寄岑參 ,제1수,維南有崇山,维南有崇山,5언장편,5
九日寄岑參 ,제1수,恐與川浸溜,恐与川浸熘,5언장편,5
九日寄岑參 ,제1수,是節東籬菊,是节东篱菊,5언장편,5
九日寄岑參 ,제1수,紛披爲誰秀,纷披为谁秀,5언장편,5
九日寄岑參 ,제1수,岑生多新詩,岑生多新诗,5언장편,5
九日寄岑參 ,제1수,性亦嗜醇酎,性亦嗜醇酎,5언장편,5
九日寄岑參 ,제1수,采采黃金花,采采黄金花,5언장편,5
九日寄岑參 ,제1수,何由滿衣袖,何由满衣袖,5언장편,5
嘆庭前甘菊花,제1수,明日蕭條醉盡醒,明日萧条醉尽醒,7언장편,7
嘆庭前甘菊花,제1수,殘花爛漫開何益,残花爛漫开何益,7언장편,7
嘆庭前甘菊花,제1수,籬邊野外多衆芳,篱边野外多衆芳,7언장편,7
嘆庭前甘菊花,제1수,采擷細瑣升中堂,采撷细琐升中堂,7언장편,7
嘆庭前甘菊花,제1수,念茲空長大枝葉,念兹空长大枝葉,7언장편,7
嘆庭前甘菊花,제1수,結根失所纏風霜,结根失所缠风霜,7언장편,7
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,今日西京掾,今日西京掾,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,多除南省郎,多除南省郎,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,通家惟沈氏,通家惟沈氏,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,謁帝似馮唐,谒帝似冯唐,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,詩律羣公問,诗律羣公问,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,儒門舊史長,儒门旧史长,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,淸秋便寓直,淸秋便寓直,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,列宿頓輝光,列宿顿辉光,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,未暇申安慰,未暇申安慰,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,含情空激揚,含情空激扬,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,司存何所比,司存何所比,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,膳部黙悽傷,膳部黙悽伤,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,貧賤人事略,贫贱人事略,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,經過霖潦妨,经过霖潦妨,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,禮同諸父長,礼同诸父长,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,恩豈布衣忘,恩豈布衣忘,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,天路牽騏驥,天路牵骐骥,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,雲臺引棟梁,云臺引栋梁,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,徒懷貢公喜,徒怀贡公喜,5언장편,5
承沈八丈東美 除膳部員外郎 阻雨未遂馳賀 奉寄此詩 ,제1수,颯颯鬢毛蒼,飒飒鬓毛苍,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,今秋乃淫雨,今秋乃淫雨,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,仲月來寒風,仲月來寒风,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,羣木水光下,羣木水光下,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,萬家雲氣中,万家云气中,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,所思礙行潦,所思碍行潦,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,九里信不通,九里信不通,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,悄悄素滻路,悄悄素浐路,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,迢迢天漢東,迢迢天汉东,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,願騰六尺馬,愿腾六尺马,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,背若孤征鴻,背若孤征鸿,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,劃見公子面,划见公子面,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,超然懽笑同,超然懽笑同,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,奮飛旣胡越,奋飞旣胡越,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,局促傷樊籠,局促伤樊籠,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,一飯四五起,一饭四五起,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,憑軒心力窮,凭轩心力穷,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,嘉蔬沒溷濁,嘉蔬没溷浊,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,時菊碎榛叢,时菊碎榛丛,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,鷹隼亦屈猛,鹰隼亦屈勐,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,烏鳶何所蒙,乌鸢何所蒙,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,式瞻北鄰居,式瞻北邻居,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,取適南巷翁,取适南巷翁,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,挂席釣川漲,挂席钓川涨,5언장편,5
苦雨奉寄隴西公 兼呈王徵士 [隴西公卽漢中王瑀 徵士卽瑯琊王徹] ,제1수,焉知淸興終,焉知淸兴终,5언장편,5
秋雨嘆 三首 ,제1수,雨中百草秋爛死,雨中百草秋爛死,7언장편,7
秋雨嘆 三首 ,제1수,階下決明顔色鮮,阶下决明顔色鲜,7언장편,7
秋雨嘆 三首 ,제1수,著葉滿枝翠羽蓋,着葉满枝翠羽盖,7언장편,7
秋雨嘆 三首 ,제2수,闌風伏雨秋紛紛,阑风伏雨秋纷纷,7언율시,7
秋雨嘆 三首 ,제2수,四海八荒同一雲,四海八荒同一云,7언율시,7
秋雨嘆 三首 ,제2수,去馬來牛不復辯,去马來牛不復辩,7언율시,7
秋雨嘆 三首 ,제2수,濁涇淸渭何當分,浊泾淸渭何当分,7언율시,7
秋雨嘆 三首 ,제2수,禾頭生耳黍穗黑,禾头生耳黍穗黑,7언율시,7
秋雨嘆 三首 ,제2수,農夫田父無消息,农夫田父无消息,7언율시,7
秋雨嘆 三首 ,제2수,城中斗米換衾裯,城中斗米换衾裯,7언율시,7
秋雨嘆 三首 ,제2수,相許寧論兩相直,相许宁論两相直,7언율시,7
秋雨嘆 三首 ,제3수,長安布衣誰比數,长安布衣谁比数,7언율시,7
秋雨嘆 三首 ,제3수,反鎖衡門守環堵,反锁衡门守环堵,7언율시,7
秋雨嘆 三首 ,제3수,老夫不出長蓬蒿,老夫不出长蓬蒿,7언율시,7
秋雨嘆 三首 ,제3수,稚子無憂走風雨,稚子无忧走风雨,7언율시,7
秋雨嘆 三首 ,제3수,雨聲颼颼催早寒,雨声飕飕催早寒,7언율시,7
秋雨嘆 三首 ,제3수,胡雁翅濕高飛難,胡雁翅湿高飞难,7언율시,7
秋雨嘆 三首 ,제3수,秋來未曾見白日,秋來未曾见白日,7언율시,7
秋雨嘆 三首 ,제3수,泥汙后土何時乾,泥污后土何时乾,7언율시,7
奉贈太常張卿　 二十韻 ,제1수,方丈三韓外,方丈叁韩外,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,崑崙萬國西,崑崙万国西,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,建標天地濶,建标天地濶,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,詣絶古今迷,诣絶古今迷,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,氣得神仙逈,气得神仙逈,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,恩承雨露低,恩承雨露低,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,相門淸議衆,相门淸议衆,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,儒術大名齊,儒术大名齐,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,軒冕羅天闕,轩冕羅天阙,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,琳琅識介珪,琳琅识介珪,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,伶官詩必誦,伶官诗必诵,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,虁樂典猶稽,虁乐典犹稽,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,健筆凌鸚鵡,健笔凌鹦鹉,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,銛鋒瑩鷿鵜,铦锋瑩鷿鹈,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,友于皆挺拔,友于皆挺拔,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,公望各端倪,公望各端倪,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,通籍踰靑瑣,通籍踰靑琐,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,亨衢照紫泥,亨衢照紫泥,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,靈　傳夕箭,灵　传夕箭,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,歸馬散霜蹄,归马散霜蹄,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,能事聞重譯,能事闻重译,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,嘉謨及遠黎,嘉谟及远黎,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,弼諧方一展,弼谐方一展,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,班序更何躋,班序更何跻,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,適越空顚躓,适越空顚踬,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,遊梁竟慘悽,游梁竟惨悽,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,謬知終畫虎,谬知终画虎,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,微分是醯雞,微分是醯鸡,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,萍泛無休日,萍泛无休日,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,桃陰想舊蹊,桃阴想旧蹊,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,吹噓人所羨,吹嘘人所羡,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,騰躍事仍睽,腾跃事仍睽,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,碧海眞難涉,碧海眞难涉,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,靑雲不可梯,靑云不可梯,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,顧深慚鍛鍊,顾深惭锻鍊,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,才小辱提攜,才小辱提携,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,檻束哀猿叫,槛束哀猿叫,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,枝驚夜鵲棲,枝惊夜鹊栖,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,幾時陪羽獵,几时陪羽猎,5언장편,5
奉贈太常張卿　 二十韻 ,제1수,應指釣璜溪,应指钓璜溪,5언장편,5
上韋左相 二十韻,제1수,鳳曆軒轅紀,凤历轩辕纪,5언장편,5
上韋左相 二十韻,제1수,傳經固絶倫,传经固絶伦,5언장편,5
上韋左相 二十韻,제1수,豫樟深出地,豫樟深出地,5언장편,5
上韋左相 二十韻,제1수,滄海濶無津,沧海濶无津,5언장편,5
上韋左相 二十韻,제1수,北斗司喉舌,北斗司喉舌,5언장편,5
上韋左相 二十韻,제1수,東方領搢紳,东方领搢绅,5언장편,5
上韋左相 二十韻,제1수,持衡留藻鑑,持衡留藻鑑,5언장편,5
上韋左相 二十韻,제1수,聽履上星辰,听履上星辰,5언장편,5
上韋左相 二十韻,제1수,獨步才超古,独步才超古,5언장편,5
上韋左相 二十韻,제1수,餘波德照鄰,馀波德照邻,5언장편,5
上韋左相 二十韻,제1수,聰明過管輅,聪明过管辂,5언장편,5
上韋左相 二十韻,제1수,尺牘倒陳遵,尺牍倒陈遵,5언장편,5
上韋左相 二十韻,제1수,豈是池中物,豈是池中物,5언장편,5
上韋左相 二十韻,제1수,由來席上珍,由來席上珍,5언장편,5
上韋左相 二十韻,제1수,廟堂知至理,庙堂知至理,5언장편,5
上韋左相 二十韻,제1수,風俗盡還淳,风俗尽还淳,5언장편,5
上韋左相 二十韻,제1수,才傑俱登用,才杰俱登用,5언장편,5
上韋左相 二十韻,제1수,愚蒙但隱淪,愚蒙但隐沦,5언장편,5
上韋左相 二十韻,제1수,長卿多病久,长卿多病久,5언장편,5
上韋左相 二十韻,제1수,子夏索居頻,子夏索居频,5언장편,5
上韋左相 二十韻,제1수,回首驅流俗,回首驱流俗,5언장편,5
上韋左相 二十韻,제1수,生涯似衆人,生涯似衆人,5언장편,5
上韋左相 二十韻,제1수,巫咸不可問,巫咸不可问,5언장편,5
上韋左相 二十韻,제1수,鄒魯莫容身,邹魯莫容身,5언장편,5
上韋左相 二十韻,제1수,感激時將晩,感激时将晩,5언장편,5
上韋左相 二十韻,제1수,蒼茫興有神,苍茫兴有神,5언장편,5
上韋左相 二十韻,제1수,爲公歌此曲,为公歌此曲,5언장편,5
上韋左相 二十韻,제1수,涕淚在衣巾,涕淚在衣巾,5언장편,5
沙苑行 ,제1수,繚以周牆百餘里,缭以周墙百馀里,7언장편,7
沙苑行 ,제1수,龍媒昔是渥洼生,龙媒昔是渥洼生,7언장편,7
沙苑行 ,제1수,汗血今稱獻於此,汗血今称献于此,7언장편,7
沙苑行 ,제1수,苑中騋牝三千匹,苑中騋牝叁千匹,7언장편,7
沙苑行 ,제1수,豐草靑靑寒不死,丰草靑靑寒不死,7언장편,7
沙苑行 ,제1수,食之豪健西域無,食之豪健西域无,7언장편,7
沙苑行 ,제1수,每歲攻駒冠邊鄙,每岁攻驹冠边鄙,7언장편,7
沙苑行 ,제1수,王有虎臣司苑門,王有虎臣司苑门,7언장편,7
沙苑行 ,제1수,入門天廐皆雲屯,入门天廐皆云屯,7언장편,7
沙苑行 ,제1수,驌驦一骨獨當御,骕骦一骨独当御,7언장편,7
沙苑行 ,제1수,春秋二時歸至尊,春秋二时归至尊,7언장편,7
沙苑行 ,제1수,內外門數將盈億,内外门数将盈亿,7언장편,7
沙苑行 ,제1수,伏櫪在坰空大存,伏枥在垧空大存,7언장편,7
沙苑行 ,제1수,逸羣絶足信殊傑,逸羣絶足信殊杰,7언장편,7
