책수,소집,제목,편수,본문_번체,본문_간체,시체
警修堂全藁冊二,分甘集,象山四十詠,제6수,餘力洗淘泓,馀力洗淘泓,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제7수,人謂尋詩去,人谓寻诗去,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제7수,我自行樂來,我自行乐来,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제7수,忽又入詩境,忽又入诗境,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제7수,印破靑苺苔,印破靑苺苔,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제8수,柳橋古時柳,柳桥古时柳,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제8수,蔭周官道傍,荫周官道傍,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제8수,挽斷亦已屢,挽断亦已屡,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제8수,那能知許長,那能知许长,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제9수,何年抵樹林,何年抵树林,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제9수,化作楊柳院,化作杨柳院,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제9수,如借廣長舌,如借广长舌,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제9수,繞塔鶯百囀,绕塔莺百啭,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제10수,昔人有至性,昔人有至性,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제10수,冥福薦西天,冥福荐西天,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제10수,白首孤兒在,白首孤儿在,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제10수,山門一泫然,山门一泫然,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제11수,誰將歲寒姿,谁将岁寒姿,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제11수,換此風流種,换此风流种,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제11수,雖有濯濯譽,虽有濯濯誉,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제11수,諒無棟梁用,谅无栋梁用,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제12수,官厨似香積,官厨似香积,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제12수,六時一軍持,六时一军持,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제12수,說尹苦行者,说尹苦行者,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제12수,應將比導師,应将比导师,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제13수,溪水不敢唾,溪水不敢唾,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제13수,非爲綠淨故,非为绿净故,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제13수,草木必敬止,草木必敬止,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제13수,此義聞式輅,此义闻式辂,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제14수,二水瀠洄處,二水潆洄处,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제14수,梧桐島欲浮,梧桐岛欲浮,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제14수,琴材誰已爨,琴材谁已爨,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제14수,古意吾當求,古意吾当求,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제15수,隴阪行人少,陇坂行人少,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제15수,無風沙自驚,无风沙自惊,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제15수,非關搖落候,非关摇落候,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제15수,淅淅有秋聲,淅淅有秋声,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제16수,龍噓霧爲山,龙嘘雾为山,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제16수,霧罷山如故,雾罢山如故,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제16수,暖翠與浮嵐,暖翠与浮岚,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제16수,橫天霧非霧,横天雾非雾,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제17수,五色非常雲,五色非常云,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제17수,靑龍古寺處,靑龙古寺处,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제17수,至今讀書螢,至今读书萤,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제17수,山中自來去,山中自来去,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제18수,風塵濟世主,风尘济世主,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제18수,神武眞天縱,神武眞天纵,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제18수,山中人不識,山中人不识,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제18수,電影流飛鞚,电影流飞鞚,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제19수,眞珠不自惜,眞珠不自惜,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제19수,跳濺客衣衫,跳溅客衣衫,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제19수,要尋十二瀑,要寻十二瀑,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제19수,從此折而南,从此折而南,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제20수,峯迴露半䂓,峯迴露半䂓,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제20수,嶺疊隱修眉,岭叠隐修眉,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제20수,姿態方未已,姿态方未已,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제20수,蓬窓徙倚時,蓬窓徙倚时,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제21수,幽尋意何極,幽寻意何极,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제21수,惆悵有餘情,惆怅有馀情,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제21수,遠色蒼然至,远色苍然至,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제21수,落暉下古城,落晖下古城,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제22수,大賢昔播越,大贤昔播越,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제22수,云此結茆宇,云此结茆宇,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제22수,野言然疑作,野言然疑作,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제22수,吾當訪年譜,吾当访年谱,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제24수,參差罨畵溪,参差罨畵溪,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제24수,重疊紫邏障,重叠紫逻障,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제24수,倘許卜鄰不,倘许卜邻不,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제24수,移家就昭曠,移家就昭旷,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제25수,黃姑處幽獨,黄姑处幽独,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제25수,明妝爲誰豓,明妆为谁豓,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제25수,不肯放溪流,不肯放溪流,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제25수,持作鏡澄㶑,持作镜澄㶑,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제26수,仙山足官府,仙山足官府,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제26수,而我久婆娑,而我久婆娑,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제26수,鄕井能無戀,乡井能无恋,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제26수,蟠桃三見花,蟠桃叁见花,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제27수,候月月較遲,候月月较迟,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제27수,蟾高兎更遠,蟾高兎更远,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제27수,少焉千尺臺,少焉千尺臺,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제27수,人影水中偃,人影水中偃,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제28수,樵翁類有道,樵翁类有道,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제28수,素髮垂衣領,素髮垂衣领,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제28수,我欲與之言,我欲与之言,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제28수,長嘯飛上嶺,长啸飞上岭,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제29수,爭名且置墩,争名且置墩,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제29수,來蘓先有渡,来蘓先有渡,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제29수,我至紫霞潭,我至紫霞潭,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제29수,因之夙世悟,因之夙世悟,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제30수,拍拍仍汎汎,拍拍仍汎汎,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제30수,溶溶復漾漾,溶溶復漾漾,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제30수,將身比白鷗,将身比白鸥,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제30수,波上一浩蕩,波上一浩荡,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제31수,柳浪亦佳村,柳浪亦佳村,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제31수,綠陰人更靜,绿阴人更静,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제31수,小舟爲一纜,小舟为一缆,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제31수,黃鳥紛相請,黄鸟纷相请,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제32수,花暖鷄鳴屋,花暖鷄鸣屋,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제32수,江鳴犬吠園,江鸣犭吠园,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제32수,有村皆錦浪,有村皆锦浪,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제32수,無處不桃源,无处不桃源,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제33수,不測靈湫底,不测灵湫底,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제33수,潛通水府傍,潜通水府傍,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제33수,翻江一陣雨,翻江一阵雨,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제33수,洒面作龍香,洒面作龙香,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제34수,舍利藏甎塔,舍利藏甎塔,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제34수,金身閉石龕,金身闭石龛,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제34수,看碑人小立,看碑人小立,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제34수,花雨落毶毶,花雨落毶毶,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제36수,晒市銀鱗網,晒市银鳞网,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제36수,銜津白粲檣,衔津白粲樯,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제36수,嚴城吹畫角,严城吹画角,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제36수,纖月一鉤黃,纤月一钩黄,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제37수,趁市來帆檣,趁市来帆樯,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제37수,迎門簇釵釧,迎门簇钗钏,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제37수,雖爲浿人妻,虽为浿人妻,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제37수,數與郞相見,数与郞相见,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제39수,沙石捴成寶,沙石捴成宝,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제39수,光氣發崖巓,光气发崖巓,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제39수,不妨遊官子,不妨游官子,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제39수,到此歃貪泉,到此歃贪泉,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제40수,峽人防虎密,峡人防虎密,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제40수,日暮早關門,日暮早关门,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제40수,猶有催租吏,犹有催租吏,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제40수,橫行挂月村,横行挂月村,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제41수,靈泉潄茯苓,灵泉潄茯苓,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제41수,飮者已諸病,飮者已诸病,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제41수,輕體捷於𤠔,轻体捷于𤠔,5언절구
警修堂全藁冊二,分甘集,象山四十詠,제41수,捫參更歷井,扪参更歷井,5언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제1수,妙選行臺詣上都,妙选行臺诣上都,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제1수,孤標海外映氷壺,孤标海外映氷壶,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제1수,明珠薏苡無嗤點,明珠薏苡无嗤点,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제1수,伯子高風眞使乎,伯子高风眞使乎,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제2수,零替姨私世忽遙,零替姨私世忽遥,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제2수,四方宣力付吾曹,四方宣力付吾曹,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제2수,長庚配月殊依戀,长庚配月殊依恋,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제2수,奈此離亭對榻宵,奈此离亭对榻宵,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제3수,墮地男兒婚官始,堕地男儿婚官始,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제3수,循環憂患了何時,循环忧患了何时,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제3수,鴨江一渡心無累,鸭江一渡心无累,7언절구
警修堂全藁冊二,分甘集,送書狀曺來鶴姨弟,제3수,是役君應到自知,是役君应到自知,7언절구
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,特地荷爲柱,特地荷为柱,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,浮家杏作梁,浮家杏作梁,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,虛名讓北斗,虚名让北斗,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,隨例宿西廂,随例宿西厢,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,桂笑花無實,桂笑花无实,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,桃憐李代僵,桃怜李代僵,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,片雲來日暮,片云来日暮,5언율시
警修堂全藁冊二,分甘集,嘲金頎叔,제1수,何意傍殘粧,何意傍残粧,5언율시
警修堂全藁冊二,分甘集,集周昉美人，趙子昂馬，孟永光松根憇寂圖。爲,제1수,駿馬名姬緣漸妄,骏马名姬缘渐妄,7언절구
警修堂全藁冊二,分甘集,集周昉美人，趙子昂馬，孟永光松根憇寂圖。爲,제1수,高僧韻釋道相親,高僧韵释道相亲,7언절구
警修堂全藁冊二,分甘集,集周昉美人，趙子昂馬，孟永光松根憇寂圖。爲,제1수,念頭刊落浮華盡,念头刊落浮华尽,7언절구
警修堂全藁冊二,分甘集,集周昉美人，趙子昂馬，孟永光松根憇寂圖。爲,제1수,面目本來如是人,面目本来如是人,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제1수,霏霏脈脈復斜斜,霏霏脉脉復斜斜,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제1수,萬寶眞成眼界花,万宝眞成眼界花,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제1수,種我藍田千頃玉,种我蓝田千顷玉,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제1수,新樓樓北更無家,新楼楼北更无家,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제2수,盈尺今年占麥多,盈尺今年占麦多,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제2수,陽春作伴入弦歌,阳春作伴入弦歌,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제2수,憑欄一洗官居窘,凭栏一洗官居窘,7언절구
警修堂全藁冊二,分甘集,新樓春雪,제2수,浩蕩郊原奈爾何,浩荡郊塬奈尔何,7언절구
警修堂全藁冊二,分甘集,丙子正月。觀寂寺災。三月十五日。重建功告訖。,제1수,萬炬穿林放壑紅,万炬穿林放壑红,7언절구
警修堂全藁冊二,分甘集,丙子正月。觀寂寺災。三月十五日。重建功告訖。,제1수,六丁下取梵王宮,六丁下取梵王宫,7언절구
警修堂全藁冊二,分甘集,丙子正月。觀寂寺災。三月十五日。重建功告訖。,제1수,人文法眷休悽愴,人文法眷休悽怆,7언절구
警修堂全藁冊二,分甘集,丙子正月。觀寂寺災。三月十五日。重建功告訖。,제1수,無恙金身丈燄中,无恙金身丈燄中,7언절구
警修堂全藁冊二,分甘集,丙子正月。觀寂寺災。三月十五日。重建功告訖。,제2수,一切閻浮墮惡緣,一切阎浮堕恶缘,7언절구
